-2.362000000000000086e-05,-2.780999999999999971e-05,-3.132999999999999988e-05,1.000000000000000000e+03
-2.801999999999999939e-05,-3.197000000000000053e-05,-3.554999999999999675e-05,1.000000000000000000e+03
-2.434000000000000074e-05,-2.760000000000000002e-05,-3.040999999999999853e-05,1.000000000000000000e+03
-2.953000000000000018e-05,-3.292000000000000330e-05,-3.588000000000000206e-05,nan
-2.540000000000000076e-05,-2.811000000000000022e-05,-3.047000000000000134e-05,6.830000000000000000e+02
-2.769999999999999906e-05,-3.203000000000000335e-05,-3.553000000000000033e-05,nan
-2.532999999999999973e-05,-2.805000000000000080e-05,-3.038000000000000051e-05,7.170000000000000000e+02
-2.532999999999999973e-05,-2.816999999999999965e-05,-3.061000000000000000e-05,1.000000000000000000e+03
-2.616000000000000026e-05,-2.937999999999999992e-05,-3.206000000000000137e-05,1.000000000000000000e+03
-2.358000000000000124e-05,-2.638000000000000154e-05,-2.877999999999999889e-05,7.740000000000000000e+02
-2.635999999999999834e-05,-2.987000000000000031e-05,-3.296999999999999774e-05,1.000000000000000000e+03
